Protein.IDs	Majority.protein.IDs	Fasta.headers	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|P15703|BGL2_YEAST	sp|P15703|BGL2_YEAST	sp|P15703|BGL2_YEAST Glucan 1,3-beta-glucosidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BGL2 PE=1 SV=1	26.7514921648848	25.7847159098959	21.48517482601	26.685253324406	26.4225076693319	26.3224941507106	26.2185236237767	26.6030034865732	26.3510400436067	24.8174357378858	26.818728246017	NA	26.6333948277362	25.8338592603137	26.4931391060905	26.6449894541923	25.3148235694369	26.9162718361493	26.7655971039012	26.3477158405738	26.3658798696002	26.501758236775	26.8080855158892	27.2233378686429	26.9163857436178	26.4532475209274	26.8053817676833
sp|P15705|STI1_YEAST	sp|P15705|STI1_YEAST	sp|P15705|STI1_YEAST Heat shock protein STI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STI1 PE=1 SV=1	27.1278018301938	26.8871603610782	27.0247484160897	27.6540345937953	27.1628857664768	25.7216889539654	26.838699594071	27.4682431868939	26.8791178471927	27.1180295093597	27.0499905936374	25.7391295759534	27.3059995069865	27.2710623072259	27.5173573773991	26.6470501530727	26.1268767922444	26.924223718711	27.2418177914679	26.0687441705722	27.1060948345906	26.9825055345494	27.4203727566967	26.5598609915656	27.3334720409321	27.1143601678722	27.8228054634408
sp|P15732|UBC5_YEAST;sp|P15731|UBC4_YEAST	sp|P15732|UBC5_YEAST;sp|P15731|UBC4_YEAST	sp|P15732|UBC5_YEAST Ubiquitin-conjugating enzyme E2-16 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBC5 PE=1 SV=1;sp|P15731|UBC4_YEAST Ubiquitin-conjugating enzyme E2 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	24.1437487793686	24.1549911192591	24.1192571496327	24.0026447313351	24.0080421536807	23.962434303838	24.3299189396701	24.3823839162379	24.2387784877972	24.245975076879	24.3627903532345	NA	23.9197078824605	23.8481407533163	24.1230522612618	24.605464145071	NA	24.3347681097574	24.0549864605008	24.1723408244008	24.2811461588622	NA	23.9401092410271	23.889576002489	23.8036092938588	23.796497541614	23.6422923641866
sp|P15873|PCNA_YEAST	sp|P15873|PCNA_YEAST	sp|P15873|PCNA_YEAST Proliferating cell nuclear antigen OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POL30 PE=1 SV=1	24.6489982395965	23.4312231471436	21.809352075747	24.3090394121738	21.7117946662108	22.879982527117	23.7563364224675	22.8827273708658	25.3577326673726	23.9511815355845	23.5212122261632	23.5656971268492	24.6744909994979	NA	24.6368830104106	25.0950673016071	22.8435860388477	23.4828384772551	24.3035455438188	25.3737490591664	25.2994288381303	24.6589989687651	24.7023447684166	22.7229867564882	NA	21.5706617825397	23.1892882879949
sp|P15891|ABP1_YEAST	sp|P15891|ABP1_YEAST	sp|P15891|ABP1_YEAST Actin-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABP1 PE=1 SV=4	26.6738443168644	26.6297870475486	26.2584114798957	26.4362048503521	26.3461269692228	25.5215117828681	26.1656099690363	26.7377637168235	25.6032016259201	26.6707416006337	26.6639734561091	26.4623728363777	26.8371360879756	26.3383263070349	26.0853739054032	26.7679977004858	24.8739423170614	26.4738420985686	26.830018802132	24.3045902936949	26.6440267864776	26.5370629031767	26.742525728062	26.5626000746809	25.4946046391456	26.5301868672881	26.68458469806
sp|P15992|HSP26_YEAST	sp|P15992|HSP26_YEAST	sp|P15992|HSP26_YEAST Heat shock protein 26 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP26 PE=1 SV=3	25.5094807325262	25.4463851764029	22.0636518172899	26.4730988962387	25.5366776431571	22.7271069614824	26.3664636291697	25.340653961218	26.9315685693242	25.5373295613973	26.4458644475536	22.6561097071987	26.6434764020967	25.2048979558858	26.689658503526	26.7186875521375	22.5173243341902	25.7813927338157	26.7655971039012	26.5149973916534	26.5070473086758	26.055710564805	26.5670327674921	25.5888941653647	25.5766649436311	25.6042484820767	25.493749925796
sp|P16083ups|NQO2_HUMAN_UPS	sp|P16083ups|NQO2_HUMAN_UPS	sp|P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	24.2231721273547	25.2651354204584	25.2405628073957	NA	NA	NA	26.5484261351861	26.5852018807104	26.9344960713872	NA	20.8189378646031	NA	NA	NA	NA	28.5556328988336	27.3818725591483	27.7747358942479	NA	23.8210421118553	21.2869795748946	NA	NA	NA	NA	NA	NA
sp|P16120|THRC_YEAST	sp|P16120|THRC_YEAST	sp|P16120|THRC_YEAST Threonine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THR4 PE=1 SV=1	26.7741703409437	26.2585193100099	25.4296917590749	26.7139771342515	25.4402190603637	26.2747987088776	26.6062551892522	26.9487110333719	26.3096986602709	26.7207761446715	26.4225397491825	26.2257297880189	26.4627472584505	25.47283558691	26.031431817682	26.6448519695549	26.417317390702	26.4351399254382	26.3390063023534	26.7008113644647	26.4134325677148	26.4456908294949	26.2671018464781	26.0073792732691	24.896660194115	26.8426609009113	26.8115193377368
sp|P16140|VATB_YEAST	sp|P16140|VATB_YEAST	sp|P16140|VATB_YEAST V-type proton ATPase subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA2 PE=1 SV=2	25.9685773292344	25.5238760967687	25.5968760587408	27.3765006182664	26.1994601283766	24.9916591986002	25.0735734853091	25.2537851743697	27.2769294588638	26.2628438364708	25.9787142989676	24.5139439230852	26.9645509860236	25.7044307520009	27.1607719272109	27.3469723313945	24.9003044720038	26.2432351557806	26.5912077563398	27.1883905382928	27.1068935585091	27.4397594998813	27.015739160902	25.8617381774743	25.8564760620688	25.5315409028637	26.1558404219756
sp|P16387|ODPA_YEAST	sp|P16387|ODPA_YEAST	sp|P16387|ODPA_YEAST Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDA1 PE=1 SV=2	NA	NA	NA	23.1483803777854	NA	NA	NA	NA	23.47283558691	NA	NA	NA	21.8998805483747	NA	21.6208677298601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P16451|ODPX_YEAST	sp|P16451|ODPX_YEAST	sp|P16451|ODPX_YEAST Pyruvate dehydrogenase complex protein X component, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDX1 PE=1 SV=1	20.8170648425407	20.9742129067327	21.2350278711525	21.7726158128079	21.7798860391603	21.4739752152192	21.400777309573	21.4992113615272	NA	21.2438271290137	20.6729708352438	21.3201989774233	21.1318845854791	21.335654223297	21.1711499150065	NA	22.1630316992304	22.0860545671891	20.9453523847573	NA	NA	NA	NA	21.2996104999189	21.9478152664079	21.8986633798266	21.6477693307228
sp|P16474|BIP_YEAST	sp|P16474|BIP_YEAST	sp|P16474|BIP_YEAST Endoplasmic reticulum chaperone BiP OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAR2 PE=1 SV=1	26.1822270238226	25.8685362295122	26.0365132137469	26.0006047362214	26.0498659942268	25.8935391027087	26.3022036720398	26.0069728411302	25.4532475209274	26.0883696534007	25.5529757921919	25.1869559973657	26.9362946629132	26.0410962911225	25.6751912453918	26.0203250127587	26.173427815858	26.6534880148757	27.3823674236767	27.2221404201763	24.7966460612552	27.1642293261144	27.0897237938269	25.9081155091727	25.6028902518702	25.8679473888059	26.4076423713254
sp|P16521|EF3A_YEAST	sp|P16521|EF3A_YEAST	sp|P16521|EF3A_YEAST Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4	29.5430360695576	28.6039585506898	28.5151779090511	29.4603352138801	29.2603556769749	28.2332476617513	29.2565591384457	29.2853549801874	29.3280235079282	29.3122244337948	29.5656535525249	28.0168551193295	29.2060166132494	28.6386860815252	29.2603556769749	29.7968069402814	28.6872907229665	29.2089954658568	29.4009865378098	29.4361889617277	29.2066221906797	29.3635675300638	28.7871223036132	29.4009865378098	29.1332024304938	28.857419676902	29.4649372402419
sp|P16547|OM45_YEAST	sp|P16547|OM45_YEAST	sp|P16547|OM45_YEAST Mitochondrial outer membrane protein OM45 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OM45 PE=1 SV=2	23.516410840449	23.6854939540523	23.1240941691363	23.1469365415277	23.1045040572151	23.7882555335559	22.7368403853632	23.9258767444522	23.1956695739945	23.6172845053148	23.2820658164083	23.8993827398993	21.9961410563761	23.0489976529111	22.8174357378858	20.6271170374573	24.115928217724	23.4814841229461	22.7672501534459	21.8575679878804	22.923285406974	NA	20.5929533455039	23.1970054653733	23.3607827991638	22.448138492355	23.2409339598469
sp|P16550|APA1_YEAST	sp|P16550|APA1_YEAST	sp|P16550|APA1_YEAST Protein APA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APA1 PE=1 SV=4	22.5967794001375	NA	NA	22.3257808606585	NA	NA	22.4468016241986	NA	NA	21.3266862231237	23.3242981318117	NA	24.8294866119334	NA	22.7087041892956	NA	NA	NA	22.6665274223751	NA	NA	24.7657741263522	NA	NA	NA	NA	NA
sp|P16603|NCPR_YEAST	sp|P16603|NCPR_YEAST	sp|P16603|NCPR_YEAST NADPH--cytochrome P450 reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NCP1 PE=1 SV=3	NA	21.6660505915354	NA	NA	NA	NA	21.3513231748098	NA	21.4431884099829	NA	NA	NA	21.6809741149649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.124520187394	NA
sp|P16649|TUP1_YEAST	sp|P16649|TUP1_YEAST	sp|P16649|TUP1_YEAST General transcriptional corepressor TUP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TUP1 PE=1 SV=2	21.7053539586881	21.6503137670806	21.4907177170614	NA	20.6576150258062	21.55884854631	NA	NA	NA	NA	21.3559532408623	19.7384947411522	NA	21.6978244829308	NA	NA	NA	NA	21.705269575753	NA	NA	NA	NA	NA	NA	21.1370236436218	NA
sp|P16861|PFKA1_YEAST	sp|P16861|PFKA1_YEAST	sp|P16861|PFKA1_YEAST ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1	26.7083305711104	25.6031167123892	26.1500397800674	27.4607648373236	26.3838674752137	25.5969329137178	26.5478527415836	26.8153115598946	26.6003117584121	26.6110486688296	26.4218980165988	25.7012345352651	27.2670482522148	26.1769881707211	27.1244531373065	27.2570989008917	26.0132277565145	27.2143790088967	26.4925585877313	27.0094524337625	26.8220152620041	27.4819305847249	27.4476625327414	26.5857749472685	26.9845712650185	26.3146680125523	27.4123991532009
sp|P16862|PFKA2_YEAST	sp|P16862|PFKA2_YEAST	sp|P16862|PFKA2_YEAST ATP-dependent 6-phosphofructokinase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK2 PE=1 SV=4	27.0089183989458	26.6204482807974	26.6785530753161	26.5355212454301	26.68458469806	25.440884371292	26.8499548037705	26.7525133612049	26.9632284236322	25.8981836070959	26.8188501209942	26.2320584136873	26.6299259752815	26.6225443076675	26.4112680078376	26.8556684549649	26.7691334324813	27.1077915946669	26.7800663247093	25.3211353810869	26.4284622823544	26.5951978281389	26.5311987940811	26.8784163747117	26.9544911583798	26.9817437297351	27.0636312471786
sp|P17076|RL8A_YEAST	sp|P17076|RL8A_YEAST	sp|P17076|RL8A_YEAST 60S ribosomal protein L8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8A PE=1 SV=4	NA	NA	NA	21.2792909119394	NA	NA	21.5664405924884	NA	21.247888119827	NA	NA	NA	21.5877903326106	NA	21.8082132040973	22.3260552729241	20.1132436307391	NA	NA	21.6986300670047	NA	21.2042487369501	NA	22.3384045228083	21.1141337515453	20.5296478754414	20.0663152246927
sp|P17255|VATA_YEAST	sp|P17255|VATA_YEAST	sp|P17255|VATA_YEAST V-type proton ATPase catalytic subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA1 PE=1 SV=3	27.6210075191185	26.849716243201	26.7835674064366	27.7509174241399	27.5146513368271	26.7490639226695	27.4599836086042	27.5428147350754	27.9809815224427	26.6532146477426	27.6039939112957	25.7309926722092	27.228668255161	26.7644585834889	27.6217062623108	27.7229268435248	26.9931287784321	27.5489993009861	27.374014498332	26.3995001153505	27.2760420287805	27.7276081781539	27.5930616621484	27.2113184223386	27.0912381164609	27.0639397680567	27.7630024986761
sp|P17423|KHSE_YEAST	sp|P17423|KHSE_YEAST	sp|P17423|KHSE_YEAST Homoserine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THR1 PE=1 SV=4	24.0164832290921	23.8149938852314	23.6699040731751	22.9583863303389	25.0458939454348	NA	23.8534808957272	24.3940135828672	24.4055502510994	24.1144991778352	23.9137864156398	22.8173576625788	24.9213433852642	23.0268854108589	24.8003540918795	24.8882293167491	NA	24.0410127123466	24.1367264532443	24.2516921673648	24.770721956714	25.1870315350923	24.9979161297867	24.3968247715558	23.0958560598011	NA	23.1055594420695
sp|P17505|MDHM_YEAST	sp|P17505|MDHM_YEAST	sp|P17505|MDHM_YEAST Malate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDH1 PE=1 SV=2	27.4126414261519	26.5762901165422	25.7019219231918	27.5981121491692	25.6740329625779	25.0429338002518	26.9497130982679	27.1432622207181	27.6103447434481	26.768123937091	27.3596774525035	24.664217661065	27.2810930838053	26.757354196789	27.0135046510436	27.1872581245448	26.4643530506835	26.3626231637196	27.2375390903086	27.5657987951547	27.2081582850494	27.3344101018755	27.3983588071273	27.0292846990679	26.8957361300059	26.0152925357172	27.6243584042968
sp|P17536|TPM1_YEAST	sp|P17536|TPM1_YEAST	sp|P17536|TPM1_YEAST Tropomyosin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPM1 PE=1 SV=1	24.7188965475081	24.0656251836628	24.4919166902905	25.0038030229599	24.4506701003993	23.2009907719367	23.8841817006673	24.7604539812715	24.5381884583194	23.6798150995909	24.6111612650242	24.1357875551966	24.5681931898678	23.7700161618726	24.1797238587397	25.014611698026	24.943287822875	25.1170783602171	24.1102832104996	NA	23.6395350241002	24.000669201247	24.547749800656	23.8567135075574	26.0131638502292	25.1628857664768	24.782417987946
sp|P17555|CAP_YEAST	sp|P17555|CAP_YEAST	sp|P17555|CAP_YEAST Adenylyl cyclase-associated protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRV2 PE=1 SV=1	22.6821107623976	NA	22.8970204187508	23.726816020129	23.6570916148532	23.2047561973726	22.5821493339264	NA	NA	23.015326569169	22.1940919301614	23.0267841229001	23.631786317307	23.1624325127614	23.746118992786	22.425728133037	22.2744361682088	NA	NA	NA	21.8652545037941	22.3639668194078	22.3947986518368	22.9145895150482	24.9585898839464	23.4027560297112	23.7023976153567
sp|P17649|GABAT_YEAST	sp|P17649|GABAT_YEAST	sp|P17649|GABAT_YEAST 4-aminobutyrate aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UGA1 PE=1 SV=2	24.2722020456279	24.3154801803205	24.2531359453596	24.3139591521976	24.4682431868939	23.9629637655997	24.0684981797721	24.9425721337568	24.2215505417909	24.4980793251821	24.2933369287433	23.9848537139932	24.1382899267551	24.3189311101602	23.4450593149123	24.2684232084496	24.3745783944546	24.3989132696047	24.9881954472508	24.6198048886194	24.6956174235105	24.5066993413931	24.4843145060726	24.3282760907082	24.9570403839454	24.3887688436878	24.7785131270296
sp|P17695|GLRX2_YEAST	sp|P17695|GLRX2_YEAST	sp|P17695|GLRX2_YEAST Glutaredoxin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX2 PE=1 SV=3	23.5694106296483	NA	NA	23.7211935005841	NA	NA	22.0500944182598	NA	23.6375464710067	23.6376570181154	21.1471229241958	NA	23.3435370796843	NA	23.4893462407191	23.5447465771758	NA	23.4344083275801	23.9073821529282	23.4933834650073	24.0629934282124	23.3819220532404	23.4632619301856	23.6262259348713	NA	NA	NA
sp|P17709|HXKG_YEAST	sp|P17709|HXKG_YEAST	sp|P17709|HXKG_YEAST Glucokinase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLK1 PE=1 SV=1	26.2476056708523	25.2709554105732	24.1087688209361	25.8442184342214	25.5259678256534	23.8966140049638	25.8414856478226	26.3197925543746	25.4076261650017	25.0407619469632	24.6814245918268	24.9182980455994	25.4956418250611	23.8237652797897	25.9769023203019	25.3223394187468	25.9349909076263	25.9145165244817	25.3623556201892	25.3642607861113	25.8935159583016	26.3709423716776	24.6888052164741	25.6965462854472	25.3032319712674	25.3951256378632	26.397412467283
sp|P17891|CLC1_YEAST	sp|P17891|CLC1_YEAST	sp|P17891|CLC1_YEAST Clathrin light chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CLC1 PE=1 SV=1	23.2450901614168	23.3278650859931	NA	23.3924421621354	23.4921612563262	NA	23.3593088153408	23.616275117831	23.5959376279907	23.3967594572502	23.3187932313393	23.4611396768981	23.3444855526263	NA	23.2563791727447	23.6138047490067	NA	23.5365887223866	23.2122576926663	23.2091665630251	23.4168665786863	23.6431736011635	23.7088304608888	23.5913789859455	23.5879505265352	23.1699733086493	23.3215483072093
sp|P17967|PDI_YEAST	sp|P17967|PDI_YEAST	sp|P17967|PDI_YEAST Protein disulfide-isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDI1 PE=1 SV=2	25.2348744283246	23.5934321576026	24.3988480497842	25.3103576072583	24.9676322580679	24.9211617542629	25.0476837607783	25.194339959901	25.1445658286713	25.7679472027508	25.4705101841851	23.7674926435785	25.5203731363397	24.7169621841333	25.6308425629416	25.0173756046632	25.0719382399757	25.6198048886194	25.5538840043975	26.2959308851004	24.5631385376337	25.7170144983402	23.845558961999	24.9040314765263	25.9613968780251	25.7818929488029	25.7040085178129
sp|P18239|ADT2_YEAST;sp|P18238|ADT3_YEAST	sp|P18239|ADT2_YEAST	sp|P18239|ADT2_YEAST ADP,ATP carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET9 PE=1 SV=2	26.3115879917452	NA	23.5176126857708	26.5372703082742	25.4757138905131	23.7599970546452	25.9384051467208	NA	26.2476962053914	25.9718692509543	25.9882171215425	NA	26.1676210411818	NA	25.9210255160041	27.0948660187269	26.0229722186525	26.5876358430498	26.6212870570076	26.4711926908832	26.5970466169504	27.0511322537415	25.7079357988981	25.856737249957	25.1068935585091	25.0560207839997	26.0617169437124
sp|P18544|ARGD_YEAST	sp|P18544|ARGD_YEAST	sp|P18544|ARGD_YEAST Acetylornithine aminotransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG8 PE=1 SV=1	21.5331224729865	21.6935771367333	21.083232589592	21.4594896537973	21.8108822456351	21.6762033078963	21.5702448521244	NA	NA	NA	NA	NA	21.5031483065565	21.7462830425961	21.7037076005455	NA	NA	22.2168820042213	21.617239658642	NA	NA	NA	NA	21.4883658159169	21.5452416559995	NA	NA
sp|P18562|UPP_YEAST	sp|P18562|UPP_YEAST	sp|P18562|UPP_YEAST Uracil phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUR1 PE=1 SV=2	21.2603476002831	NA	NA	23.6747603650658	NA	21.1332024304938	23.0767731995196	NA	23.1498847765711	22.7848856111259	23.5960514096889	NA	23.5823331284411	NA	24.1997034932491	23.5154486428037	21.8114703406392	24.5640694588087	23.1514185780037	24.1037360193774	23.1679387256346	NA	23.8004528423529	23.3953217939116	24.4964344644121	23.8609808572254	23.8342210405203
sp|P18961|YPK2_YEAST	sp|P18961|YPK2_YEAST	sp|P18961|YPK2_YEAST Serine/threonine-protein kinase YPK2/YKR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPK2 PE=1 SV=1	22.2176512837937	NA	NA	20.7778813490663	NA	NA	20.7690274686499	NA	21.226703818325	20.5593621520067	20.9828014416453	20.3303567169579	NA	NA	20.8402277863167	20.9049226897741	NA	20.7849255379263	21.9916505495827	21.9567745881929	21.0084012648816	NA	22.1658552784022	20.9848189540264	NA	NA	21.6250220726376
sp|P19073|CDC42_YEAST	sp|P19073|CDC42_YEAST	sp|P19073|CDC42_YEAST Cell division control protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC42 PE=1 SV=2	21.3685831913092	NA	NA	21.3783012069807	21.2685374315637	NA	NA	NA	NA	21.3706597396773	21.4694112906456	21.345325108244	21.3831621507393	NA	NA	NA	21.5398574019054	21.4404028435754	21.5080907072447	NA	21.5946854366903	NA	21.3532631505045	NA	20.6499192347748	21.5430714799238	21.6098208000468
sp|P19097|FAS2_YEAST	sp|P19097|FAS2_YEAST	sp|P19097|FAS2_YEAST Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2	27.7980438718451	27.5325964663453	26.6538979684776	28.3278736497857	27.5836964970624	25.6306759539482	27.8573306829961	27.6294396696747	28.1625976979796	27.8549554848289	28.0408768865079	26.2554069698425	27.9749786974833	27.3583365019797	28.3440960766955	28.4564628347729	27.0013136931232	27.9773828255127	28.0532056876151	28.3261598788588	28.5677581408498	28.0458835330366	28.2808276792286	28.0572403327168	27.7672400488058	27.1852742591332	28.4226199456883
sp|P19146|ARF2_YEAST	sp|P19146|ARF2_YEAST	sp|P19146|ARF2_YEAST ADP-ribosylation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARF2 PE=1 SV=3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.0973036768611	NA	23.3738486045768	NA	NA	NA	NA	NA
sp|P19262|ODO2_YEAST	sp|P19262|ODO2_YEAST	sp|P19262|ODO2_YEAST Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KGD2 PE=1 SV=2	23.0445355342823	NA	NA	22.7962400713444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5209245931979	22.8863976651926	NA	22.2075887244806	NA	23.6634034837408	NA	22.8678767117678	22.9829928786063	NA	NA	NA	22.9382615521113
